Job ID,Job Title,Job URL,Diversity Job,Employer,Location,Salary,Date Posted,Description,Position Type 0.0,Position Type 0.1,Position Type 0.2,Position Type 0.3,Position Type 0.4,Position Type 0.5,Position Type 0.6,Position Type 0.7,Position Type 0.8,Position Type 0.9
37404553,[C23-017] Assistant Professor of Health Communication,https://jobs.chronicle.com/job/37404553/-c23-017-assistant-professor-of-health-communication/,False,Central Connecticut State University,"New Britain, Connecticut",Salary is commensurate with education and experience.,2023-02-02,"[C23-017]
Assistant Professor of Health Communication
Department of Communication
Central Connecticut State University invites applications for a full-time, tenure track Assistant Professor of Health Communication in the Department of Communication beginning August 2023. We are specifically seeking a candidate with a background in health communication and public relations. The successful candidate will be able to teach and develop courses in the area of Health Communication, including introductory, upper-level and graduate courses in any of these related areas: Health Communication, Social Media and Public Relations Research, Communication and Social Influence, Public Relations Strategics & Tactics, Communication and Social Change, Campaign Planning & Evaluation. The successful candidate will also work on campus-based and community-based health and safety initiatives. Candidates with expertise in diversity, equity, or inclusion are particularly encouraged to apply.
Additional responsibilities include advising students, serving on departmental and campus-wide committees, holding office hours, collaborating with colleagues, and participating in traditional academic functions.
CCSU is an inclusive and “student success-centered” institution with an increasingly diverse student body that represents the populations of the communities it serves. We are dedicated to enhancing our innovative practices to increase access, improve retention, engage students in campus life, incorporate high-impact practices, and promote educational achievement and career readiness.
Required Qualifications:

Ph.D. in Communication, Public Relations, or a related field (ABD candidates will be considered if they provide evidence of anticipated completion of doctorate by December 31, 2023)
Evidence of research and/or professional experience in health communication, public relations and/or social media Evidence of college teaching effectiveness

Preferred Qualifications:

Academic/teaching experience in health communication, public relations and/or social media
Evidence of professional/teaching activities in the areas of campaign planning and evaluation and event management
Evidence of community-engaged scholarship and/or teaching
Commitment to serving culturally, ethnically, and linguistically diverse communities

The University: The largest of Connecticut’s regional comprehensive universities, Central currently enrolls over 10,000 students. A third of its undergraduates are students of color, the largest group being Hispanic. Ninety-six (96%) percent of the students are from Connecticut. For more information about Central Connecticut State University, please visit www.ccsu.edu.
The Community: Located nine miles southwest of Hartford, New Britain is a city of approximately 72,000. Part of the Greater Hartford area of 1.2 million residents, New Britain is centrally located in the state and is within easy reach of much of Connecticut and several metropolitan areas. Nicknamed “the Hardware City” for its rich industrial heritage, it is home to Stanley Black & Decker. Important cultural institutions include the New Britain Museum of American Art and Walnut Hill Park, designed by Fredrick Law Olmstead. New Britain’s population is characterized by a high degree of racial and ethnic diversity. Currently, the U.S. Census Bureau estimates 70% of the population as White, 13% as Black or African American, 3% as Asian, and 0.2% as American Indian or Alaska Native. Currently 4.6% of New Britain’s population identify themselves in more than one racial category and 43% of New Britain’s population identify themselves as Hispanic or Latino. Fifty percent (50%) speak a language other than English in the home and 19% were born internationally. Significant portions of its population come from Puerto Rico and Poland or consider themselves to be from the African-American, Italian, or Irish ethnic backgrounds. In addition to all that greater Hartford provides, New Britain is 40 minutes from Springfield, Massachusetts, two hours from Boston, and two hours from New York City. It is also part of the Hartford-Springfield “Knowledge Corridor” and, therefore, within easy driving distance of a host of private and public institutions of higher education and many cultural opportunities.
Application and Appointment: For full consideration, applications must be received by March 10, 2023.
To begin the application process please visit the CCSU HR Job Opportunities at https://www.ccsu.edu/hr/faculty-management-admin.html. Select job [C23-017] Assistant Professor of Health Communications and click on the Apply button and submit the following documents:

Letter of interest addressing qualifications for the position
Current curriculum vitae, including list of college courses taught
Names of three professional references including their title, email address, and telephone numbers.
Recent teaching evaluation(s)
For ABD candidates, include a letter from your thesis advisor stating anticipated date of completion.  

Note: Candidates uploading additional materials must combine all documents into one PDF file. For further assistance, please email gabriela.s.flores-erazo@ccsu.edu.
In accordance with the American Association of University Professors (AAUP) Collective Bargaining Union Contract, compensation for this position is at the rank of Assistant Professor for 2023-2024. Salary is commensurate with education and experience. For more information, please visit 2021-2025  American Association of University Professors (AAUP) Collective Bargaining  Union Contract.
The State of Connecticut and Central Connecticut State University are proud to offer its employees competitive wages and a wide range of fringe benefits including voluntary and supplemental benefits. Fringe benefits include personal and sick leave, paid holidays, medical, dental, and prescription plans, group life insurance, a choice of retirement plans, retirement health care, tuition waiver for employee and eligible dependents at any of the Connecticut State Universities (Central, Eastern, Southern or Western) as well as an array of voluntary and supplemental benefits such as Deferred Retirement Compensation plans, Dependent Care Assistance and Medical Flexible spending accounts, long term and short term disability plans.
For more detailed information, please visit CCSU Human Resources
Incomplete or late applications will not be considered. Emailed and mailed applications will not be accepted. Please redact any personally identifiable information (i.e., Social Security number, date of birth, marital status, country of origin) from any documents submitted. Please ensure your Social Security Number is not listed on any documents submitted.
For more information, contact Dr. Christopher Pudlinski, Search Committee Chair, at 860-832-2701 or pudlinskic@ccsu.edu.
As an affirmative action employer, Central Connecticut State University actively seeks and encourages applications from women, minorities, persons with disabilities, and individuals with protected veteran status. The University provides reasonable accommodations to qualified individuals with disabilities upon request.
 
",Faculty Positions,Communications,Other Communications,Administrative,Academic Affairs,,,,,
37404638,Lecturer - General Chemistry,https://jobs.chronicle.com/job/37404638/lecturer-general-chemistry/,False,"Binghamton University, State University of New York","Vestal, New York","$50,000 per year + benefits and retirement",2023-02-02,"State University of New York at Binghamton
The Department of Chemistry at Binghamton University (State University of New York, https://www.binghamton.edu/chemistry/) invites applications for an up to three-year renewable, full time, General Chemistry Lecturer position. Principal responsibilities are to coordinate the new research-based general chemistry laboratory lecture course, including development/refinement of course materials, direct supervision and evaluation of laboratory teaching assistants, and will also   teach a section of the main general or organic lecture course. Candidates with prior experience in teaching environmental chemistry, coordinating large groups, teaching large enrollment courses, interest and ability in the use of alternative and innovative instructional methods, and familiarity with the use of technology in the classroom, will be given preference. Candidates comfortable in a student-centered environment and committed to the college mission are encouraged to apply. Candidates must have a Chemistry Ph.D. at the time of appointment.  
The department is committed to equity and inclusion and is actively working to increase diversity amongst its faculty.  Members of groups historically underrepresented in the field and those from non-traditional backgrounds are strongly encouraged to apply.  Additionally, evidence of a commitment to advancing equity and inclusion through research, teaching, and/or service will be valued.
Applicants must submit a cover letter, CV, statement of teaching philosophy, and the names and contact information of three individuals to provide letters of recommendation online at:  http://binghamton.interviewexchange.com/jobofferdetails.jsp?JOBID=153191. Currently screening complete applications.
Initial appointment is for up to three years, beginning September 1, 2023, with the possibility of renewal.
The search will remain open until the position is filled.
About Binghamton University:
Binghamton University is a world-class institution that unites more than 130 broadly interdisciplinary educational programs with some of the most vibrant research in the nation. Our unique character - shaped by outstanding academics, facilities and community life - promotes extraordinary student success.
Binghamton merges rigorous academics, distinguished faculty and state-of-the-art facilities to engage and challenge its 17,000 students. The high-achieving Binghamton student body also represents a great diversity of life experiences, from first-generation college students to international students. These classmates share a desire to shape the future through technology, insight, intellectual exploration and community service.
Additional Information:
Binghamton University is an Equal Opportunity / Affirmative Action Employer. It is the policy of Binghamton University to provide for and promote equal opportunity employment, compensation, and other terms and conditions of employment without discrimination on the basis of sex, age, race, color, religion, disability, national origin, gender identity or expression, sexual orientation, veteran or military service member status, marital status, domestic violence victim status, genetic predisposition or carrier status, or arrest and/or criminal conviction record unless based upon a bona fide occupational qualification or other exception.
 
",Faculty Positions,Education,Curriculum & Instruction,,,,,,,
37404844,Assistant Professor of Mechanical Engineering and Mathematics,https://jobs.chronicle.com/job/37404844/assistant-professor-of-mechanical-engineering-and-mathematics/,False,Harford Community College,"Bel Air, Maryland",Commensurate with education and experience,2023-02-02,"The Assistant Professor performs teaching duties and professional service for the College. This includes providing instruction as assigned; conducting and assessing instruction; developing and/or modifying curriculum; assisting students through academic advising; establishing, posting, and maintaining office hours; providing leadership for the development, growth, and support of the College and the assigned area; and undertaking professional community service.
Other duties include supporting the mission, vision and values of the College and policies of the Board of Trustees; serving on various College committees, task forces and other groups; and participating in various official College ceremonies and meetings.
This is a full-time, 10-month, tenure-track position and includes a comprehensive benefits package offering medical, dental and vision coverage; tuition assistance; and retirement savings.
Employees of Harford Community College, including instructors for online and virtual courses, must be residents of Maryland or the contiguous states of Delaware, Pennsylvania, Virginia, West Virginia or the District of Columbia; non-residents are expected to relocate to meet this requirement.
A master’s degree in Mechanical Engineering with the ability to teach Calculus I and II; and one year of full-time teaching or the equivalent adjunct teaching, preferably in a community college setting are required. 
Other requirements include:   

Ability to teach courses such as Statics, Dynamics, Mechanics of Materials and Thermodynamics
Ability to teach Calculus I and Calculus II
Demonstrated competency with current technology and learning management systems.
Experience in assessment of student learning outcomes
Ability to interact in a collegial and collaborative manner with faculty, students, and staff

Demonstrated experience with student-centered, evidence-based pedagogies in Engineering education; and ability to create a culturally responsive and inclusive classroom experience are preferred. 
Apply online by February 19, 2023. 
Harford Community College is committed to the principles of Affirmative Action and Equal Employment Opportunity. It is the policy of Harford Community College not to discriminate against applicants on the basis of sex, gender identity, sexual orientation, race, color, religious creed, national origin, physical or mental disability, protected veteran status, or any other characteristic protected by law with regard to any employment practices. HCC is an EEO and ADA/ADAA employer that values, embraces, and supports diversity in the College community.
",Faculty Positions,Science,Technology & Mathematics,Engineering,Mathematics,Other Science & Technology,,,,
37404842,Associate Professor of Data Science & Mathematics,https://jobs.chronicle.com/job/37404842/associate-professor-of-data-science-and-mathematics/,False,Harford Community College,"Bel Air, Maryland",Commensurate with experience and education,2023-02-02,"The Associate Professor performs teaching duties and professional service for the College. This includes providing instruction as assigned; conducting and assessing instruction; developing and/or modifying curriculum; assisting students through academic advising; establishing, posting, and maintaining office hours; providing leadership for the development, growth, and support of the College and the assigned area; and undertaking professional community service.
Other duties include supporting the mission, vision and values of the College and policies of the Board of Trustees; serving on various College committees, task forces and other groups; and participating in various official College ceremonies and meetings.
This is a full-time, 10-month, tenure track position and includes a comprehensive benefits package offering medical, dental and vision coverage; tuition assistance; and retirement savings.
Employees of Harford Community College, including instructors for online and virtual courses, must be residents of Maryland or the contiguous states of Delaware, Pennsylvania, Virginia, West Virginia or the District of Columbia; non-residents are expected to relocate to meet this requirement.
A master’s degree in Data Science or a similar field with 18 graduate credit hours in Mathematics and/or Statistics and one year of full-time teaching or the equivalent adjunct teaching, preferably in a community college setting, are required.
Other requirements include: 

Ability to teach courses such as Introduction to Data Science, Introductory Statistics with Programming Applications, and Data Visualization
Ability to teach Introduction to Statistics, Math 216
Demonstrated competency with current technology and learning management systems.
Experience in assessment of student learning outcomes
Ability to interact in a collegial and collaborative manner with faculty, students, and staff

Demonstrated experience with student-centered, evidence-based pedagogies in Data Science and Mathematics education; experience with project-based learning; and the ability to create a culturally responsive and inclusive classroom experience are preferred.
Apply online by February 19, 2023.
Harford Community College is committed to the principles of Affirmative Action and Equal Employment Opportunity. It is the policy of Harford Community College not to discriminate against applicants on the basis of sex, gender identity, sexual orientation, race, color, religious creed, national origin, physical or mental disability, protected veteran status, or any other characteristic protected by law with regard to any employment practices. HCC is an EEO and ADA/ADAA employer that values, embraces, and supports diversity in the College community.
",Faculty Positions,Science,Technology & Mathematics,Mathematics,Other Science & Technology,,,,,
37404843,Assistant Professor (Tenure-Track) - Education,https://jobs.chronicle.com/job/37404843/assistant-professor-tenure-track-education/,False,Millikin University,"Decatur, Illinois",Competitive,2023-02-02,"The Millikin University School of Education (SOE) invites applicants to apply for a teacher education faculty position. This position is a 10-month, tenure-track position at the rank of Assistant Professor, beginning August 1, 2023. Primary teaching responsibilities will likely include a) a pre-student teaching course focused on instructional design, teaching methods and assessment (for elementary and secondary/K-12 education majors), b) general teaching methods and assessment, c) student teaching senior seminar, and d) classroom management (i.e., creating communities of learners). Other methods courses and/or general education courses could be included in the annual teaching load for this position depending on need and candidate’s area(s) of expertise. Full-time faculty are responsible for making contributions in the areas of teaching (24 credits per academic year), scholarship, university service, and academic advising. Additionally, the candidate hired for this position will work closely with Millikin University’s licensure officer and student teaching coordinator, and they will prepare and deliver a “Co-Teaching Workshop” prior to the start of each semester that is attended by all student teachers, cooperating teachers, and faculty supervisors.
The qualifications for this tenure-track Assistant Professor position includes:

Eligibility for tenure-track appointment at rank of assistant or associate professor with earned Ed.D or Ph.D in the field of Education; eligibility for appointment at rank of instructor with a Master’s degree if willing to enroll in a doctoral program within two years Scholarly work and/or extensive experience related to curriculum & instruction, classroom teaching, teacher education, and/or teacher evaluation Knowledge of the EdTPA, the Danielson Evaluation Framework, and Illinois teacher licensure requirements is distinctly advantageous. One of the primary job responsibilities associated with this position is assisting senior-level teacher candidates with instructional planning, instructional implementation, classroom management, and assessment of student learning. Experience in (or openness to) a variety of teaching modalities (e.g. hybrid course development, online instruction, accelerated evening courses). Previous classroom teaching experience in K-12 education. Preference will be given to candidates with extensive teaching experience in Illinois and/or public school settings. Previous experience working with college preservice teachers and/or teaching college-level courses is preferred.

To complete the online application, candidates are directed to https://millikin.edu/employment.  While completing the application, candidates will be prompted to submit a Letter of Application, a Curriculum Vitae, Contact Information of at least 3 references (including the names, addresses and phone numbers), and a Statement of Teaching Philosophy. The application letter should discuss specifically how one’s professional experiences and perspectives relate to the needs of the position and of Millikin University. The University’s mission, vision, and values statements may be reviewed at: https://millikin.edu/about/mission-values. Review of applications will begin upon receipt and the position will remain open until filled.
Employment and first day of work is contingent upon successful completion of background check. Millikin University is an equal opportunity employer.  Beyond meeting fully its legal obligations for non-discrimination, Millikin University is committed to building a diverse and inclusive community where members from all backgrounds can live, learn, and thrive. Millikin offers a competitive salary and full benefits package.
 
",Faculty Positions,Education,Teacher Education,,,,,,,
37404802,English Professor,https://jobs.chronicle.com/job/37404802/english-professor/,False,College of the Sequoias,"California, United States",Salary Not specified,2023-02-02,"

English Professor

Salary: $76,888.00 - $101,371.00 Annually
Job Type: Full-time Temporary Faculty (One-year)
Job Number: 6164-f-02/23
Closing: 3/5/2023 11:59 PM Pacific
Location: Visalia/Tulare/Hanford, CA
Department: English
Division:

General Description
Sequoias Community College District serves a diverse community of
learners and is a designated Hispanic Serving Institution. Sequoias
Community College District provides a wide range of opportunities
in transfer, general education, career, and technical programs for
our students. We seek candidates who exhibit an understanding and
commitment to the community college mission, who are dedicated to
excellence in teaching and learning, and who have a passion for
student success.

Sequoias Community College District is seeking an equity-minded
candidate to fill a one-year temporary full-time position in the
English Department beginning August 2023.

COMMITMENT TO EQUITY:

Sequoias Community College District is committed to the
principles of diversity, equity, and inclusion and values
candidates who have the ability to serve students from diverse
academic, cultural, socioeconomic, disability, gender identity,
sexual orientation, and ethnic backgrounds, as well as those
students who have been historically underrepresented in higher
education. Sequoias Community College District seeks to promote and
maintain an environment that is built on mutual respect and free
from discrimination by employing faculty members who are
equity-minded, collegial, and guided by their dedication to helping
students achieve their educational goals. Ideal candidates will
share the Sequoias Community College Districts' commitment to be
knowledgeable about and implement equitable learning and teaching
methods appropriate to serve students from all backgrounds,
demographics and experiences.

Job Duties
Duties may include teaching classes in reading and composition,
critical thinking and literature.

Assignments may include evening classes and teaching at any of the
Sequoias Community College District campuses: Visalia, Hanford
and/or Tulare. Participation in the governance of the Sequoias
Community College District by way of committee assignments is
encouraged.

Other responsibilities include maintenance of office hours,
participation in department and/or division responsibilities, and
the willingness to create and participate in and sustain an
atmosphere of equity, which is respectful of diversity
Districtwide.

Qualifications
The candidate must meet the following criteria:


Master's in English, literature, comparative literature, or
composition
OR Bachelor's in any of the above AND Master's in linguistics,
TESL, speech, education with a specialization in reading, creative
writing, or journalism
OR the equivalent

AND

Demonstrated sensitivity to, and understanding of, the diverse
academic, socioeconomic, cultural, disability, gender identity,
sexual orientation, and ethnic backgrounds of community college
students, which pursuant to Title 5 §53022, is a core system
competency and job requirement.

Note: If you do not meet the educational minimum qualifications but
believe that you have sufficient educational or vocational
experience in the discipline, equivalency is your path to proving
that. For more information about claiming equivalency, please visit
the COS HR
Website and scroll down to the tab labeled “Equivalency.” Your
equivalency paperwork must be submitted with your application, by
the recruitment deadline. Please submit as a ""supplemental
attachment"" within the ""Attachment"" section of this
application.

DESIRABLE QUALIFICATIONS:
The Department is looking for evidence of the following:

Teaching Experience/Background/Trainingsuch as, but not limited
to:

Academic reading, writing, and critical thinking
Literature
Composition/ rhetoric
Creative writing
Co-requisite courses
Teaching, particularly at community colleges
Experience with student tutors
Underprepared, nontraditional or special needs students
Diverse populations such as ESL, low-income, and migrant
students

Teaching Methodologies
such as, but not limited to

Active and collaborative learning
Student-centered methodologies
Distance education

Professional Commitment/Development
such as, but not limited to

Committee Work
Student activities/advising/mentoring
Conference/workshop presentations publications
Participatory governance
Development and assessment of outcomes at the course, program,
or levels
Advocacy for non-traditional students
Advocacy for campus-wide equity



Application Procedure
To be considered, applicants must submit ALL of the following
required material before or by the filing deadline:

Completed online application.
Equity Narrative (included in the online application).
Letter of interest which addresses the Desirable
Qualifications. In this letter we invite applicants to expand on
strengths not covered in other parts of the application.
Curriculum Vitae or Resume.
Unofficial copies of transcripts of college/university work.
(If transcripts are not in English, include a summary of courses
and grades). Official transcripts are required upon
employment.
Equivalency documents (If necessary).
Three references
While we encourage all applicants to interview in person,
applicants who need to travel more than 150 miles may request first
round interviews to be conducted on Zoom. All second round
interviews are required to be conducted in person. Travel stipends
may be available for second round interviewees.


For questions regarding this position, please contact Norma
Chavez at normach@cos.edu
or (559) 737-6237.
The Sequoias Community College District is an equal
employment opportunity employer committed to prohibiting unlawful
discrimination, harassment, including sexual harassment,
intimidation, and bullying based on actual or perceived race,
color, ethnicity, national origin, immigration status, ancestry,
age (40 and above), religious creed, religion, political belief or
affiliation, gender, gender identity, gender expression, genetic
information, mental or physical disability, sex, sexual
orientation, marital status, pregnancy or parental status,
childbirth, breastfeeding/lactation status, medical condition,
military and veteran status, or association with a person or a
group with one or more of these actual or perceived
characteristics.
College of the Sequoias does not sponsor H-1B
Visas



To apply, visit https://www.schooljobs.com/careers/cos/jobs/3897040/english-professor

COLLEGE OF THE SEQUOIAS COMMUNITY COLLEGE DISTRICT IS AN EQUAL
OPPORTUNITY EMPLOYER: The College of the Sequoias Community College
District is committed to the principles of equal employment
opportunity. It is the District's policy to ensure that all
qualified applicants for employment and employees have full and
equal access to employment opportunity and are not subject to
discrimination in any program or activity of the District on the
basis of ethnic group identification, race, gender, color,
language, accent, citizenship status, ancestry national origin,
age, sex, religion, sexual orientation, transgender, parental
status, marital status, veteran status, physical or mental
disability or medical condition, or on the basis of these perceived
characteristics.

jeid-48c9add3bca3f647874c67e07d5ddceb",Faculty Positions,Humanities,English & Literature,,,,,,,
37404735,"Faculty, Theology",https://jobs.chronicle.com/job/37404735/faculty-theology/,False,Saint Francis University,"Loretto, Pennsylvania",Dependent on rank and experience,2023-02-02,"Search Status: Applications received by February 28, 2023, will receive primary consideration.
Saint Francis University invites applications from qualified candidates for a full time, tenure track position to teach in the University’s Franciscan Studies, Theology, and Applied Ethics Department. Full-time faculty responsibilities include teaching undergraduate courses in Franciscan Studies and Theology in the Roman Catholic Tradition and in faithfulness to Magisterial teachings. Position starts August 2023.
The qualified candidate should possess a Ph.D. in Theology from an accredited institution with at least three (or five) years of in-person and online teaching experience. Areas of emphasis should include Franciscan Studies or Historical and Systematic Theology, Biblical Studies, Sacramental Theology, Moral Theology, Catholic Social Teaching with a strong Franciscan Theological Tradition background. We will also consider well-qualified candidates who are in the process of completing their dissertation and who demonstrate both teaching excellence and mission fit with Saint Francis University. Faculty rank contingent upon qualifications and teaching experience.
Founded in 1847, Saint Francis University is the oldest Catholic Franciscan University in the United States and is continuously committed to promoting an inclusive learning community and providing students with a path to virtue, truth, and compassion. Saint Francis is situated in Loretto, PA, in central Pennsylvania in the Alleghany mountains, two hours east of Pittsburgh and three hours north-west of Washington, DC.
Full-time faculty are expected to participate in the three pillars of life at Saint Francis University, including but not limited to teaching, ongoing scholarship, and a commitment to the larger community life and service of the University.
Qualified candidates should complete an application, and email a letter of application, resume and references to: positions @francis.edu
Saint Francis University is committed to diversity of students, staff, and faculty, and encourages applications from historically underrepresented individuals, women, veterans, and persons with disabilities. AA/EOE
 
",Faculty Positions,Humanities,Religion,,,,,,,
37404697,Assistant Professor of Education,https://jobs.chronicle.com/job/37404697/assistant-professor-of-education/,False,Southwest Minnesota State University,"Marshall, Minnesota","$60,682 minimum",2023-02-02,"The faculty member will teach pedagogy and methods courses in the School of Education Teacher Preparation Program at the undergraduate and graduate levels with an emphasis on teaching multilingual learners and literacy.
Courses are taught both on campus and in an online format and will supervise clinical placements. Duties also include student advising, contribution to student growth and development, participation in department and institutional activities, committee assignments, evaluating student performance, scholarly activities, and service to the University and community. SMSU, in its commitment to meeting the service needs of the region, expects faculty to engage in regional service, education or study as part of their community service responsibility.
Required Qualifications

A doctorate in Education or related field; ABD considered
Three years teaching experience in an E-12 school is required with specific focus on K-12 ESL.
Licensed or licensable to teach in the State of Minnesota for K-12 ESL
Knowledge and experience in Web-based instruction
Demonstrated commitment or proven strategies for fostering a diverse and inclusive environment; demonstrated ability or proven strategies to teach and work with persons from diverse backgrounds

Preferred Qualifications:

Preference is given for additional licensures – K-12 Reading
Teaching experience in: K-3 reading
Faculty experience in teacher preparation
Experience with Elementary Literacy and/or Elementray Math edTPA
Experience in supervision of clinical experiences or mentoring candidates
Student-centered approach to education and commitment to helping grow the School of Education
Demonstrated skills in collaboration, consensus building, and achieving mutual goals with colleagues
An understanding of and appreciation for liberal education

SMSU is committed to equal employment opportunities for all applicants and to providing employees with a work environment free of discrimination and harassment. SMSU does not tolerate discrimination or harassment of any kind. Women, diverse populations, veterans and individuals with disabilities are encouraged to apply.
Southwest Minnesota State University is a member of the Minnesota State Colleges and Universities System and is an equal opportunity educator and employer. The University is committed to affirmative recruitment and encourages applications from women, persons of color, veterans, and persons with disabilities. Applicants must be able to lawfully accept employment in the United States. Requests for reasonable accommodation of a disability during the application and/or interview process should be made to the Affirmative Action Office, 507-537-6208. For TTY communications, contact Minnesota Relay Service at 1-800-627-3529. This vacancy notice is available in alternative format upon request.
 
:
 
",Faculty Positions,Education,Curriculum & Instruction,Teacher Education,,,,,,
37404678,"Assistant Professor, Tenure Track (Business/Transactional Law)",https://jobs.chronicle.com/job/37404678/assistant-professor-tenure-track-business-transactional-law-/,False,Baylor University School of Law,"Waco, Texas",Commensure with experience,2023-02-02,"Baylor Law will be interviewing to fill multiple tenure-track positions to provide coverage in a variety of curricular areas based upon Baylor Law’s curricular needs and applicant’s experience. Possible courses include criminal law (first-year, required Criminal Law and Criminal Procedure), white collar crime, juvenile justice, military justice, real estate finance, debt financing, construction, energy/natural resources, international trade and business transactions, digital/cybersecurity, elder law/special needs, retirement, nonprofit, income taxation, consumer protection, bankruptcy, creditors remedies, negotiable instruments/payment systems, franchising, healthcare, sports law, patent law and litigation, Texas administrative law, municipal government, and trial advocacy. The Faculty Appointments Committee welcomes expressions of interest in all areas, especially from candidates who will add to the diversity of our faculty. For more information. please go to:  https://www.baylor.edu/law/facultystaff/index.php?id=980341.
",Faculty Positions,Education,Curriculum & Instruction,,,,,,,
37404677,Tenure-track position - Communications,https://jobs.chronicle.com/job/37404677/tenure-track-position-communications/,False,Purchase College,"Purchase, New York",Not specified,2023-02-02,"Tenure-track position - Communications
 
Purchase College invites applications for a tenure-track position in Communications beginning fall 2023.
                 
Preference will be given to candidates who demonstrate interest and commitment to student learning and success, general education and interdisciplinary collaboration with colleagues in the arts and the liberal arts. The College is committed to learning-centered instruction that engages students in curricular and service learning activities.
 
For the faculty lines, excellence in teaching with a strong commitment to contributing to core courses and the potential to maintain an active research program or artistic career are essential. Terminal degree by August 2023 is required.
 
Purchase College is an undergraduate institution located 25 miles north of New York City. It houses a unique combination of Liberal and Arts and Sciences and Arts Conservatory programs.
 
For more information and to apply, please visit the following website: https://jobs.purchase.edu, complete an online application, attach your cover letter, CV, statements of research/artistic interests, teaching philosophy, representative publications or samples of artistic work, and three letters of reference. Check the website for details about specific areas of interest within each discipline, salary, level of appointment, benefits, and application deadline.
 
Purchase College is an Equal Opportunity Employer. Women and minorities are encouraged to apply. 
",Faculty Positions,Communications,,,,,,,,
